AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,label,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
6.073245168,0.056912803,0.164656616,0.257142857,17,15,5,FALSE,Cre17.g699700,Cre17.g699700,47.93333333,10,0,FALSE,0,Cre17.g699700,153412049
1.5,0,0.666666667,0,2,1,0,FALSE,Cre12.g498350,Cre12.g498350,6,1,0,FALSE,0,Cre12.g498350,0
1,0.003355875,1,0.1,1,6,5,FALSE,Cre02.g147000,Cre02.g147000,5.833333333,1,0,FALSE,0,Cre02.g147000,261158
3.638297872,0.090988521,0.274853801,0.179487179,9,13,5,FALSE,g1745,g1745,23.84615385,8,0,FALSE,0,g1745,114801280
3.790055249,0.208913827,0.263848397,0.1,9,15,4,FALSE,Cre10.g458550,Cre10.g458550,21.26666667,11,0,FALSE,0,Cre10.g458550,86714517
7.423728814,0.030730403,0.134703196,0.288888889,20,10,2,FALSE,g5492,g5492,17.8,8,0,FALSE,0,g5492,184829502
1.25,0.0015307,0.8,0.1,2,5,2,FALSE,Cre04.g214150,Cre04.g214150,7.6,3,0,FALSE,0,Cre04.g214150,109076
6.701768489,0.839981907,0.149214346,0.202623247,21,67,28,FALSE,"Cre03.g177850,TOB38","Cre03.g177850,TOB38",77.11940299,39,0,FALSE,0,"Cre03.g177850,TOB38",12803872050
2.103448276,1.693086097,0.475409836,0.194121916,4,53,47,FALSE,Cre10.g462250,Cre10.g462250,74.32075472,6,0,FALSE,0,Cre10.g462250,1857852573
8.462857143,0.227047071,0.118163403,0.189542484,17,18,9,FALSE,Cre14.g615950,Cre14.g615950,40.66666667,9,0,FALSE,0,Cre14.g615950,179800546
7.482954545,0,0.133637054,0.366666667,20,6,0,FALSE,Cre12.g501800,Cre12.g501800,78.83333333,6,0,FALSE,0,Cre12.g501800,0
7.982394366,0.003937408,0.125275695,0.301666667,16,25,15,FALSE,Cre13.g592050,Cre13.g592050,47.24,10,0,FALSE,0,Cre13.g592050,6314700
5.48241206,5.993796512,0.182401467,0.308333333,9,16,14,FALSE,"ACK1,Cre09.g396750,g9351","ACK1,Cre09.g396750,g9351",50.6875,2,0,FALSE,0,"ACK1,Cre09.g396750,g9351",22842967611
0,0,0,0.177777778,0,10,10,FALSE,Cre14.g613300,Cre14.g613300,23,0,0,FALSE,0,Cre14.g613300,0
0,0,0,0,0,1,1,FALSE,Cre09.g409350,Cre09.g409350,10,0,0,FALSE,0,Cre09.g409350,0
6.941176471,0.402733699,0.144067797,0.207792208,12,22,4,FALSE,g5461,g5461,35,18,0,FALSE,0,g5461,254918819
6.201298701,0.591968549,0.161256545,0.313405797,11,24,9,FALSE,Cre12.g556050,Cre12.g556050,38.20833333,15,0,FALSE,0,Cre12.g556050,761986706
1.5,4.71E-04,0.666666667,0.333333333,2,3,2,FALSE,g8166,g8166,12.33333333,1,0,FALSE,0,g8166,67674
8.409638554,1.082705637,0.118911175,0.170833333,19,16,9,FALSE,g4367,g4367,25.3125,7,0,FALSE,0,g4367,510582743
10.71896723,0.106349022,0.09329257,0.178571429,20,8,3,FALSE,Cre10.g445600,Cre10.g445600,11,5,0,FALSE,0,Cre10.g445600,288078309
9.173462336,0.00104787,0.109010095,0.160714286,17,8,2,FALSE,Cre01.g054000,Cre01.g054000,24.125,6,0,FALSE,0,Cre01.g054000,946360
9.215430267,0.024889104,0.108513653,0.333333333,20,6,2,FALSE,g10033,g10033,23,4,0,FALSE,0,g10033,39553955
11.70833333,0,0.085409253,0.5,21,2,1,FALSE,g3401,g3401,13,1,0,FALSE,0,g3401,0
7.983021077,0.034378578,0.12526586,0.155555556,18,10,2,FALSE,g18063,g18063,30.8,8,0,FALSE,0,g18063,52014461
7.693290735,0,0.129983389,0.08496732,19,18,0,FALSE,Cre12.g513701,Cre12.g513701,11.27777778,18,0,FALSE,0,Cre12.g513701,0
1.75,0.150047998,0.571428571,0.215868794,3,48,44,FALSE,Cre04.g212150,Cre04.g212150,71.14583333,4,0,FALSE,0,Cre04.g212150,632628611
2,0.174499699,0.5,0.227498869,3,67,61,FALSE,Cre12.g536050,Cre12.g536050,89.32835821,6,0,FALSE,0,Cre12.g536050,944609032
4.924974306,0.433591029,0.203046745,0.197540984,15,61,27,FALSE,Cre04.g221850,Cre04.g221850,75.8852459,34,0,FALSE,0,Cre04.g221850,582818154
5.665711009,1.079147193,0.176500354,0.196394231,17,65,25,FALSE,g2941,g2941,81.92307692,40,0,FALSE,0,g2941,2605861985
5.746994848,0.192467387,0.174003984,0.207509881,16,23,8,FALSE,Cre17.g720300,Cre17.g720300,33.82608696,15,0,FALSE,0,Cre17.g720300,186157022
5.533102553,0.121717945,0.180730429,0.327898551,18,24,2,FALSE,Cre14.g618400,Cre14.g618400,80.33333333,22,0,FALSE,0,Cre14.g618400,232700807
6.410344828,0.006542235,0.155997848,0.166666667,16,6,1,FALSE,"Cre14.g613950,g14793","Cre14.g613950,g14793",24.33333333,5,0,FALSE,0,"Cre14.g613950,g14793",14167037
0,0,0,0,0,1,1,FALSE,Cre12.g533950,Cre12.g533950,6,0,0,FALSE,0,Cre12.g533950,0
0,0,0,0.166666667,0,3,3,FALSE,Cre08.g364800,Cre08.g364800,5,0,0,FALSE,0,Cre08.g364800,0
2.495049505,0.020246288,0.400793651,0.25,6,13,9,FALSE,Cre09.g408650,Cre09.g408650,89.46153846,4,0,FALSE,0,Cre09.g408650,8601825
0,0,0,0.248538012,0,19,19,FALSE,Cre07.g325050,Cre07.g325050,98,0,0,FALSE,0,Cre07.g325050,0
1,0,1,0,1,2,0,FALSE,Cre12.g517900,Cre12.g517900,1.5,2,0,FALSE,0,Cre12.g517900,0
0,0,0,0.2,0,5,5,FALSE,Cre05.g237750,Cre05.g237750,37.8,0,0,FALSE,0,Cre05.g237750,0
7.335417851,0,0.136324886,0.166666667,18,9,0,FALSE,Cre12.g515950,Cre12.g515950,37.11111111,9,0,FALSE,0,Cre12.g515950,0
6.897377423,0.074185962,0.144982642,0.357142857,17,14,2,FALSE,Cre04.g214200,Cre04.g214200,138.4285714,12,0,FALSE,0,Cre04.g214200,132224088
4.077669903,1.03E-04,0.245238095,0,8,2,1,FALSE,Cre12.g560550,Cre12.g560550,5.5,1,0,FALSE,0,Cre12.g560550,7323
1,0.034495484,1,0.1,1,11,10,FALSE,Cre09.g395600,Cre09.g395600,18.72727273,1,0,FALSE,0,Cre09.g395600,26368556
0,0,0,0.267857143,0,8,8,FALSE,Cre09.g403000,Cre09.g403000,16.125,0,0,FALSE,0,Cre09.g403000,0
6.566484517,0.281189091,0.152288488,0.276219512,20,41,12,FALSE,g6230,g6230,101.1219512,29,0,FALSE,0,g6230,1817263252
0,0,0,0.5,0,3,3,FALSE,g18025,g18025,63,0,0,FALSE,0,g18025,0
6.184834123,0.064243814,0.161685824,0.133333333,11,6,3,FALSE,Cre10.g463600,Cre10.g463600,10.83333333,3,0,FALSE,0,Cre10.g463600,26213472
0,0,0,0.166666667,0,3,3,FALSE,"CGL70,g5650","CGL70,g5650",12.66666667,0,0,FALSE,0,"CGL70,g5650",0
0,0,0,0,0,3,3,FALSE,Cre07.g354100,Cre07.g354100,7.666666667,0,0,FALSE,0,Cre07.g354100,0
1,0.011360169,1,0.063636364,1,11,10,FALSE,Cre09.g398550,Cre09.g398550,8.363636364,1,0,FALSE,0,Cre09.g398550,3219824
0,0,0,0,0,2,2,FALSE,Cre17.g699900,Cre17.g699900,7.5,0,0,FALSE,0,Cre17.g699900,0
0,0,0,0.166666667,0,3,3,FALSE,Cre10.g436350,Cre10.g436350,13,0,0,FALSE,0,Cre10.g436350,0
7.444693992,0,0.134323855,0.3,17,5,0,FALSE,Cre12.g532314,Cre12.g532314,61.6,5,0,FALSE,0,Cre12.g532314,0
4.977777778,0,0.200892857,0.5,10,3,2,FALSE,g4929,g4929,41,1,0,FALSE,0,g4929,0
2.088888889,0.150634569,0.478723404,0.426145553,6,106,70,FALSE,g16807,g16807,214.4339623,36,0,FALSE,0,g16807,13012305030
2.022222222,0.054763994,0.494505495,0.454080854,6,115,69,FALSE,g11652,g11652,225.9130435,46,0,FALSE,0,g11652,1384208159
7.715139442,0.037776494,0.129615285,0.089285714,15,8,1,FALSE,Cre06.g274700,Cre06.g274700,22.875,7,0,FALSE,0,Cre06.g274700,83707995
7.848434004,0,0.127413953,0.071428571,19,7,0,FALSE,Cre12.g527550,Cre12.g527550,11.71428571,7,0,FALSE,0,Cre12.g527550,0
1.925925926,0.46529629,0.519230769,0.303703704,4,55,46,FALSE,g11368,g11368,67.12727273,9,0,FALSE,0,g11368,2631031425
4.083538084,0.002301545,0.24488568,0.1,12,10,1,FALSE,"Cre07.g313400,g7254","Cre07.g313400,g7254",29.7,9,0,FALSE,0,"Cre07.g313400,g7254",407904
3.898630137,0.040637306,0.256500351,0.400634249,11,44,16,FALSE,Cre12.g552200,Cre12.g552200,204.9772727,28,0,FALSE,0,Cre12.g552200,84838077
5.509803922,2.73E-04,0.181494662,0.35,10,5,2,FALSE,"Cre09.g412950,g10223","Cre09.g412950,g10223",42.4,3,0,FALSE,0,"Cre09.g412950,g10223",295906
0,0,0,0,0,2,2,FALSE,g9831,g9831,10,0,0,FALSE,0,g9831,0
0,0,0,0,0,1,1,FALSE,g4492,g4492,2,0,0,FALSE,0,g4492,0
7.736810188,0.082849958,0.129252234,0.1625,17,16,2,FALSE,Cre11.g478500,Cre11.g478500,24.5,14,0,FALSE,0,Cre11.g478500,103933399
4.840482574,0.015255936,0.206590972,0.257894737,16,20,2,FALSE,Cre06.g258100,Cre06.g258100,51.8,18,0,FALSE,0,Cre06.g258100,9505421
5.6960199,2.02391856,0.175561184,0.143325143,17,111,32,FALSE,Cre16.g659250,Cre16.g659250,73.34234234,79,0,FALSE,0,Cre16.g659250,3978626817
6.070873342,0.003534578,0.164720946,0.294736842,18,20,2,FALSE,Cre12.g490450,Cre12.g490450,84.95,18,0,FALSE,0,Cre12.g490450,1034130
5.3514377,0.203622928,0.186865672,0.195787226,18,102,5,FALSE,g11556,g11556,89.29411765,97,0,FALSE,0,g11556,527388917
5.537852113,0.0542416,0.180575425,0.189053411,17,62,4,FALSE,Cre01.g039400,Cre01.g039400,80.29032258,58,0,FALSE,0,Cre01.g039400,150436106
4.786050895,0.359403257,0.208940528,0.223875181,17,53,15,FALSE,g13285,g13285,77.9245283,38,0,FALSE,0,g13285,1080000392
5.007651109,2.282869127,0.199694423,0.166598667,14,172,61,FALSE,"Cre01.g032900,g743","Cre01.g032900,g743",89.9127907,111,0,FALSE,0,"Cre01.g032900,g743",8945321904
5.293550778,0.248796602,0.188909116,0.213404739,15,79,24,FALSE,Cre08.g373300,Cre08.g373300,93.55696203,55,0,FALSE,0,Cre08.g373300,818531582
5.891439206,0.653930707,0.169737812,0.203333333,17,25,13,FALSE,Cre06.g303100,Cre06.g303100,73.28,12,0,FALSE,0,Cre06.g303100,1034824996
0,0,0,0.333333333,0,3,3,FALSE,"Cre02.g095250,Cre02.g095294","Cre02.g095250,Cre02.g095294",38.66666667,0,0,FALSE,0,"Cre02.g095250,Cre02.g095294",0
5.942477876,0.095166692,0.16827997,0.179487179,19,13,6,FALSE,g16888,g16888,54.07692308,7,0,FALSE,0,g16888,79209858
4.670987039,0.894544054,0.214087513,0.188414742,17,107,38,FALSE,"Cre16.g676800,Cre16.g676850","Cre16.g676800,Cre16.g676850",85.72897196,69,0,FALSE,0,"Cre16.g676800,Cre16.g676850",3772421409
5.648026316,0.041407029,0.177052999,0.183823529,17,17,5,FALSE,"Cre16.g654850,Cre16.g654900","Cre16.g654850,Cre16.g654900",59.05882353,12,0,FALSE,0,"Cre16.g654850,Cre16.g654900",25662053
4.836527621,1.620573219,0.206759907,0.169612996,17,92,48,FALSE,Cre01.g037250,Cre01.g037250,80.92391304,44,0,FALSE,0,Cre01.g037250,3781516263
5.43258427,0.261986228,0.184074457,0.226553672,18,60,33,FALSE,Cre01.g025024,Cre01.g025024,89.01666667,27,0,FALSE,0,Cre01.g025024,544261211
5.48390677,0.4619846,0.182351751,0.219211823,18,29,11,FALSE,Cre12.g494500,Cre12.g494500,77.24137931,18,0,FALSE,0,Cre12.g494500,231078811
5.323232323,0.114856128,0.187855787,0.211237553,17,38,15,FALSE,g9672,g9672,77.28947368,23,0,FALSE,0,g9672,123305445
5.506550218,0.452614907,0.181601903,0.241671537,18,59,38,FALSE,"Cre02.g073600,PRP19,g1304,g1305","Cre02.g073600,PRP19,g1304,g1305",98.86440678,21,0,FALSE,0,"Cre02.g073600,PRP19,g1304,g1305",871808086
4.703389831,0.787981165,0.212612613,0.253968254,11,36,24,FALSE,Cre03.g159150,Cre03.g159150,79.05555556,12,0,FALSE,0,Cre03.g159150,5157913380
5.300271739,0.192558527,0.188669572,0.172268908,17,35,27,FALSE,"Cre12.g487250,Cre12.g487300","Cre12.g487250,Cre12.g487300",70.31428571,8,0,FALSE,0,"Cre12.g487250,Cre12.g487300",236572796
5.004109589,0.87840604,0.199835751,0.199055267,17,146,88,FALSE,Cre16.g684450,Cre16.g684450,97.03424658,58,0,FALSE,0,Cre16.g684450,2758397671
4.59787234,0.135297905,0.217491902,0.2326546,11,52,29,FALSE,Cre07.g327900,Cre07.g327900,89.90384615,23,0,FALSE,0,Cre07.g327900,106075631
3.915401302,2.329344546,0.255401662,0.189740921,10,132,89,FALSE,Cre07.g322800,Cre07.g322800,94.62121212,43,0,FALSE,0,Cre07.g322800,9379929260
4.888888889,2.513398789,0.204545455,0.195148248,16,106,70,FALSE,Cre03.g161650,Cre03.g161650,86.01886792,36,0,FALSE,0,Cre03.g161650,7718389074
4.380042463,0.951148098,0.228308289,0.2002457,11,111,71,FALSE,g6611,g6611,93.7027027,40,0,FALSE,0,g6611,3237504759
2.555555556,0.256628833,0.391304348,0.209562842,5,61,51,FALSE,"g16756,g16757","g16756,g16757",85.93442623,10,0,FALSE,0,"g16756,g16757",808013337
2.666666667,0.045138717,0.375,0.22985133,5,72,62,FALSE,"Cre02.g079400,Cre02.g079450","Cre02.g079400,Cre02.g079450",84.125,10,0,FALSE,0,"Cre02.g079400,Cre02.g079450",91733882
2.7,0.231570752,0.37037037,0.211075949,6,80,63,FALSE,Cre08.g363050,Cre08.g363050,94.7375,17,0,FALSE,0,Cre08.g363050,507098100
2.25,0.345136987,0.444444444,0.204301075,4,31,19,FALSE,Cre12.g533900,Cre12.g533900,67.83870968,12,0,FALSE,0,Cre12.g533900,894114557
1.833333333,0.205743908,0.545454545,0.178571429,3,28,24,FALSE,g10257,g10257,66.14285714,4,0,FALSE,0,g10257,712328344
1.777777778,0.013964191,0.5625,0.219758065,3,32,29,FALSE,Cre09.g417250,Cre09.g417250,72.3125,3,0,FALSE,0,Cre09.g417250,10133994
2.222222222,0.012069062,0.45,0.098901099,4,14,9,FALSE,g1814,g1814,32.57142857,5,0,FALSE,0,g1814,3316867
2.814814815,0.047053766,0.355263158,0.243650794,5,36,33,FALSE,"SCR1,g3862","SCR1,g3862",77.86111111,3,0,FALSE,0,"SCR1,g3862",69941113
1,0.009682789,1,0.271255061,1,39,37,FALSE,Cre07.g334300,Cre07.g334300,90.25641026,2,0,FALSE,0,Cre07.g334300,89031114
1.333333333,0.002467599,0.75,0.221966206,2,63,59,FALSE,Cre03.g151800,Cre03.g151800,90.50793651,4,0,FALSE,0,Cre03.g151800,9448455
0,0,0,0.188259109,0,39,39,FALSE,"Cre17.g701800,Cre17.g701809","Cre17.g701800,Cre17.g701809",69.84615385,0,0,FALSE,0,"Cre17.g701800,Cre17.g701809",0
1.2,0.064974296,0.833333333,0.182386468,2,148,144,FALSE,Cre07.g339600,Cre07.g339600,90.7027027,4,0,FALSE,0,Cre07.g339600,246502168
6.840488025,0.450780914,0.1461884,0.223684211,19,20,6,FALSE,g9967,g9967,34.8,14,0,FALSE,0,g9967,502152754
0,0,0,0.180742363,0,139,139,FALSE,g18155,g18155,93.8705036,0,0,FALSE,0,g18155,0
8.796600234,0,0.113680283,0.5,19,2,0,FALSE,Cre12.g492450,Cre12.g492450,21,2,0,FALSE,0,Cre12.g492450,0
6.227817746,0.360335037,0.160569888,0.153623188,16,46,23,FALSE,Cre10.g459500,Cre10.g459500,48.91304348,23,0,FALSE,0,Cre10.g459500,305695277
10.52619188,0.009695033,0.095001118,0.277777778,20,9,5,FALSE,g8685,g8685,19.33333333,4,0,FALSE,0,g8685,4850133
10.46068075,4.54E-04,0.095596073,0.166666667,20,3,1,FALSE,Cre15.g641200,Cre15.g641200,17.33333333,2,0,FALSE,0,Cre15.g641200,254156
4.115384615,2.60E-04,0.242990654,0.233333333,6,6,5,FALSE,Cre07.g323700,Cre07.g323700,13.33333333,1,0,FALSE,0,Cre07.g323700,85949
1,8.42E-05,1,0.166666667,1,3,2,FALSE,g9640,g9640,17.33333333,1,0,FALSE,0,g9640,30446
6.940888889,0.147515751,0.144073766,0.152777778,19,9,2,FALSE,Cre02.g118100,Cre02.g118100,17.22222222,7,0,FALSE,0,Cre02.g118100,188429345
7.52598845,0,0.132872912,0.166666667,19,3,0,FALSE,g12106,g12106,7,3,0,FALSE,0,g12106,0
7.279537456,0.151138322,0.137371365,0.15,20,5,2,FALSE,Cre13.g574600,Cre13.g574600,17.6,3,0,FALSE,0,Cre13.g574600,520503326
7.758114718,0.031283916,0.128897295,0.095238095,20,7,2,FALSE,g5041,g5041,6.714285714,5,0,FALSE,0,g5041,39548987
7.465168539,0.029852071,0.133955449,0.2,18,20,4,FALSE,Cre17.g702200,Cre17.g702200,35.5,16,0,FALSE,0,Cre17.g702200,9899990
7.400340716,0.414183222,0.135128913,0.157183499,18,38,10,FALSE,Cre03.g164700,Cre03.g164700,33.10526316,28,0,FALSE,0,Cre03.g164700,366673779
1.25,0.19718215,0.8,0.134615385,2,13,7,FALSE,g14247,g14247,19.15384615,6,0,FALSE,0,g14247,105565399
0,0,0,0.125,0,9,9,FALSE,Cre07.g314550,Cre07.g314550,16.11111111,0,0,FALSE,0,Cre07.g314550,0
7.584014532,0,0.131856287,0,21,2,0,FALSE,Cre12.g490350,Cre12.g490350,17.5,2,0,FALSE,0,Cre12.g490350,0
6.59599636,0.168585038,0.151607118,0.3,20,31,10,FALSE,Cre17.g723550,Cre17.g723550,110.516129,21,0,FALSE,0,Cre17.g723550,1043323714
1.5,0,0.666666667,0,2,1,0,FALSE,Cre12.g489700,Cre12.g489700,3,1,0,FALSE,0,Cre12.g489700,0
1,0.006987013,1,0,1,3,2,FALSE,Cre09.g416050,Cre09.g416050,3.666666667,1,0,FALSE,0,Cre09.g416050,940853
1,0,1,0,1,1,0,FALSE,Cre12.g489000,Cre12.g489000,2,1,0,FALSE,0,Cre12.g489000,0
0,0,0,0,0,2,2,FALSE,Cre03.g171800,Cre03.g171800,1.5,0,0,FALSE,0,Cre03.g171800,0
3.322580645,3.92E-04,0.300970874,0,6,2,1,FALSE,Cre12.g543900,Cre12.g543900,18,1,0,FALSE,0,Cre12.g543900,34404
6.861415753,0.039774199,0.145742517,0.222222222,12,10,2,FALSE,Cre02.g076250,Cre02.g076250,12.9,8,0,FALSE,0,Cre02.g076250,17639108
6.775946548,0.872950211,0.147580857,0.071428571,19,14,5,FALSE,Cre07.g320500,Cre07.g320500,11.42857143,9,0,FALSE,0,Cre07.g320500,912497280
6.854709419,0.040678047,0.145885105,0.208333333,12,9,3,FALSE,Cre17.g700750,Cre17.g700750,13.88888889,6,0,FALSE,0,Cre17.g700750,15356173
0,0,0,0.166666667,0,3,3,FALSE,"Cre02.g073900,Cre02.g073950","Cre02.g073900,Cre02.g073950",7.666666667,0,0,FALSE,0,"Cre02.g073900,Cre02.g073950",0
6.964539007,0.018954966,0.143584521,0.242424242,13,12,5,FALSE,g2854,g2854,16.5,7,0,FALSE,0,g2854,8924831
6.07106599,0.088498601,0.164715719,0.095238095,10,7,4,FALSE,Cre06.g298950,Cre06.g298950,11.42857143,3,0,FALSE,0,Cre06.g298950,12831255
2,0.006315791,0.5,0.209558824,3,17,12,FALSE,Cre05.g246300,Cre05.g246300,18.82352941,5,0,FALSE,0,Cre05.g246300,1458475
2.761904762,2.25E-04,0.362068966,0.3,4,5,3,FALSE,Cre02.g090850,Cre02.g090850,11.8,2,0,FALSE,0,Cre02.g090850,49893
9.511111111,0.629687704,0.105140187,0.261904762,18,7,3,FALSE,Cre14.g617450,Cre14.g617450,11.14285714,4,0,FALSE,0,Cre14.g617450,1028439578
10.46961895,0.001717543,0.09551446,0.238095238,19,7,3,FALSE,Cre11.g479650,Cre11.g479650,10.85714286,4,0,FALSE,0,Cre11.g479650,159089
10.07862408,0,0.099219893,0.155555556,19,10,0,FALSE,Cre12.g559800,Cre12.g559800,11.5,10,0,FALSE,0,Cre12.g559800,0
0,0,0,0.128787879,0,12,12,FALSE,g15094,g15094,12.58333333,0,0,FALSE,0,g15094,0
1,0.021431809,1,0,1,4,2,FALSE,g3930,g3930,8,2,0,FALSE,0,g3930,3838448
1.571428571,8.93E-04,0.636363636,0.166666667,3,7,3,FALSE,g10494,g10494,8.142857143,4,0,FALSE,0,g10494,89492
8.437562941,0.160827999,0.118517634,0.088888889,18,10,1,FALSE,Cre02.g101850,Cre02.g101850,5.3,9,0,FALSE,0,Cre02.g101850,179105600
8.116004719,0,0.123213334,0.119047619,19,7,0,FALSE,Cre12.g557600,Cre12.g557600,11.71428571,7,0,FALSE,0,Cre12.g557600,0
8.134124088,7.38E-05,0.122938867,0.428571429,22,7,4,FALSE,"Cre02.g104450,g2137","Cre02.g104450,g2137",68.14285714,3,0,FALSE,0,"Cre02.g104450,g2137",49710
7.432405567,0.002696183,0.134545941,0.291666667,17,9,2,FALSE,Cre02.g107750,Cre02.g107750,90.77777778,7,0,FALSE,0,Cre02.g107750,3129686
1,0.035692456,1,0.155555556,1,10,8,FALSE,Cre06.g279000,Cre06.g279000,10.2,2,0,FALSE,0,Cre06.g279000,8202099
5.222972973,0.084964617,0.191461837,0.180555556,10,9,7,FALSE,Cre17.g707900,Cre17.g707900,14.33333333,2,0,FALSE,0,Cre17.g707900,36517836
1.5,0.002272967,0.666666667,0.301282051,2,13,12,FALSE,Cre12.g519350,Cre12.g519350,24.61538462,1,0,FALSE,0,Cre12.g519350,473416
0,0,0,0.209150327,0,18,18,FALSE,g9963,g9963,40,0,0,FALSE,0,g9963,0
6.069109076,0,0.16476883,0.394202899,15,46,0,FALSE,Cre12.g554750,Cre12.g554750,137.6956522,46,0,FALSE,0,Cre12.g554750,0
1.6,0.098609938,0.625,0.158119658,2,27,25,FALSE,g2952,g2952,38.07407407,2,0,FALSE,0,g2952,44456160
0,0,0,0.142857143,0,8,8,FALSE,Cre07.g331800,Cre07.g331800,36.75,0,0,FALSE,0,Cre07.g331800,0
0,0,0,0.1,0,5,5,FALSE,Cre12.g518900,Cre12.g518900,21.8,0,0,FALSE,0,Cre12.g518900,0
2,0.048311204,0.5,0.214285714,4,8,4,FALSE,Cre02.g102800,Cre02.g102800,28.5,4,0,FALSE,0,Cre02.g102800,15088658
0,0,0,0.5,0,3,3,FALSE,Cre03.g204350,Cre03.g204350,8,0,0,FALSE,0,Cre03.g204350,0
1,0,1,0,1,1,0,FALSE,"APG12,CPLD8","APG12,CPLD8",5,1,0,FALSE,0,"APG12,CPLD8",0
7.215885947,0,0.138583122,0.181818182,16,11,0,FALSE,Cre12.g551950,Cre12.g551950,16.18181818,11,0,FALSE,0,Cre12.g551950,0
5.363115693,0.017687979,0.186458778,0.417668825,13,47,22,FALSE,Cre12.g526700,Cre12.g526700,200.0212766,25,0,FALSE,0,Cre12.g526700,9850236
4.476404494,0.012457773,0.223393574,0.393241167,10,63,42,FALSE,Cre17.g712150,Cre17.g712150,140.5396825,21,0,FALSE,0,Cre17.g712150,228276435
4.476744186,0.083181236,0.223376623,0.355403557,10,86,61,FALSE,Cre03.g202650,Cre03.g202650,136.5,25,0,FALSE,0,Cre03.g202650,618693437
4.82278481,0.037557808,0.207349081,0.39132734,9,62,30,FALSE,Cre01.g047050,Cre01.g047050,140.2258065,32,0,FALSE,0,Cre01.g047050,357445537
4.841853035,0.050801593,0.206532498,0.380696203,9,80,47,FALSE,g11694,g11694,141.5375,33,0,FALSE,0,g11694,510730883
6.427272727,0.006813811,0.155586987,0.333333333,14,16,7,FALSE,Cre17.g741100,Cre17.g741100,58.5625,9,0,FALSE,0,Cre17.g741100,7091681
6.834850455,0.182799173,0.14630898,0.254166667,15,16,8,FALSE,Cre09.g400150,Cre09.g400150,50.8125,8,0,FALSE,0,Cre09.g400150,1093857338
1,2.89E-05,1,0.333333333,1,4,3,FALSE,Cre17.g731950,Cre17.g731950,10.5,1,0,FALSE,0,Cre17.g731950,6170
4.381818182,0.060882378,0.228215768,0.153846154,7,13,10,FALSE,"Cre02.g077550,g1398","Cre02.g077550,g1398",17.23076923,3,0,FALSE,0,"Cre02.g077550,g1398",18406016
7.146936347,0.028837996,0.139920093,0.287749288,20,27,4,FALSE,g17332,g17332,104.3333333,23,0,FALSE,0,g17332,126074065
0,0,0,0,0,1,1,FALSE,g16130,g16130,12,0,0,FALSE,0,g16130,0
2.171641791,0.01339121,0.4604811,0.432982456,6,76,48,FALSE,g11610,g11610,217.3157895,28,0,FALSE,0,g11610,86870688
5.447126437,0.184690816,0.183583034,0.220766129,13,32,15,FALSE,Cre15.g636950,Cre15.g636950,122.1875,17,0,FALSE,0,Cre15.g636950,210289534
0,0,0,0.211229947,0,34,34,FALSE,Cre06.g252743,Cre06.g252743,102.3823529,0,0,FALSE,0,Cre06.g252743,0
2.541176471,0.367519429,0.393518519,0.277322404,6,61,49,FALSE,Cre14.g630650,Cre14.g630650,166.6393443,12,0,FALSE,0,Cre14.g630650,14127495486
6.197193501,0.253078834,0.161363366,0.192640693,15,22,8,FALSE,Cre06.g298500,Cre06.g298500,58.5,14,0,FALSE,0,Cre06.g298500,179741128
6.007418398,0.06283027,0.166460855,0.285714286,15,29,8,FALSE,Cre06.g263200,Cre06.g263200,84.31034483,21,0,FALSE,0,Cre06.g263200,55918723
5.429850746,0.486001488,0.184167125,0.262268587,14,83,35,FALSE,g9131,g9131,97.62650602,48,0,FALSE,0,g9131,872940988
5.854166667,0.073920348,0.170818505,0.180147059,17,17,8,FALSE,g9924,g9924,46.29411765,9,0,FALSE,0,g9924,82658065
0,0,0,0.239130435,0,23,23,FALSE,Cre09.g409150,Cre09.g409150,72.91304348,0,0,FALSE,0,Cre09.g409150,0
3.010309278,0.024508865,0.332191781,0.319148936,10,47,36,FALSE,Cre02.g108400,Cre02.g108400,130.4680851,11,0,FALSE,0,Cre02.g108400,233470441
5.467161622,1.828215831,0.182910268,0.188232662,17,150,39,FALSE,Cre03.g200850,Cre03.g200850,91.10666667,111,0,FALSE,0,Cre03.g200850,7314276977
7.114035088,0.027973843,0.140567201,0.142857143,16,7,1,FALSE,Cre10.g424250,Cre10.g424250,15.42857143,6,0,FALSE,0,Cre10.g424250,10352221
3.324561404,0.026081913,0.300791557,0.214285714,7,29,24,FALSE,Cre12.g485050,Cre12.g485050,75.10344828,5,0,FALSE,0,Cre12.g485050,8024275
2.951219512,0.015653983,0.338842975,0.19047619,5,21,19,FALSE,Cre12.g511300,Cre12.g511300,76.33333333,2,0,FALSE,0,Cre12.g511300,4398021
3.28,0.391393698,0.304878049,0.10989011,6,14,11,FALSE,Cre02.g105300,Cre02.g105300,23.14285714,3,0,FALSE,0,Cre02.g105300,1915213544
10.76683292,0,0.092877823,0.083333333,20,4,0,FALSE,g13816,g13816,10.5,4,0,FALSE,0,g13816,0
