AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,label,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
5.200793257,2.193835917,0.19227836,0.181336123,17,167,32,FALSE,Cre15.g643750,Cre15.g643750,95.43113772,135,0,FALSE,0,Cre15.g643750,32922733893
5.518443658,3.025030736,0.181210512,0.183503991,18,158,37,FALSE,Cre02.g087850,Cre02.g087850,95.33544304,121,0,FALSE,0,Cre02.g087850,20099852949
5.436238532,0.679140914,0.183950721,0.182995495,18,112,14,FALSE,Cre12.g528350,Cre12.g528350,88.50892857,98,0,FALSE,0,Cre12.g528350,2130650983
5.811586902,0.187505847,0.172070042,0.213131313,19,45,5,FALSE,Cre14.g617200,Cre14.g617200,68.62222222,40,0,FALSE,0,Cre14.g617200,8741489596
7.103879027,0.274252117,0.140768163,0.159340659,16,14,2,FALSE,Cre16.g649500,Cre16.g649500,18.85714286,12,0,FALSE,0,Cre16.g649500,444888090
7.218954248,0.206150628,0.138524219,0.15497076,17,19,3,FALSE,Cre14.g624600,Cre14.g624600,28.57894737,16,0,FALSE,0,Cre14.g624600,283168872
4.726519337,0.06126031,0.21157218,0.263298583,14,87,9,FALSE,g5308,g5308,71.3908046,78,0,FALSE,0,g5308,80068988
4.589333333,0.113304769,0.217896572,0.236277072,14,104,9,FALSE,g15899,g15899,69.55769231,95,0,FALSE,0,g15899,112320131
6.978625072,0,0.143294702,0.247619048,16,21,0,FALSE,Cre13.g582950,Cre13.g582950,48.76190476,21,0,FALSE,0,Cre13.g582950,0
2.677966102,0.605504538,0.373417722,0.15040404,5,100,91,FALSE,Cre17.g729350,Cre17.g729350,67.21,9,0,FALSE,0,Cre17.g729350,3373863034
8.36,0.009898896,0.119617225,0.17965368,18,22,2,FALSE,g4186,g4186,26.40909091,20,0,FALSE,0,g4186,1677561
4.688061617,0.041207103,0.213307777,0.279779292,14,79,4,FALSE,Cre16.g685628,Cre16.g685628,72.51898734,75,0,FALSE,0,Cre16.g685628,43910910
3.763779528,0.159070065,0.265690377,0.208333333,9,16,13,FALSE,Cre06.g280400,Cre06.g280400,26.8125,3,0,FALSE,0,Cre06.g280400,155320614
2.946745562,0.213058295,0.33935743,0.30227596,8,38,21,FALSE,g17765,g17765,62.78947368,17,0,FALSE,0,g17765,1224247034
3.272727273,0.215140413,0.305555556,0.257861635,8,54,46,FALSE,g18218,g18218,65.72222222,8,0,FALSE,0,g18218,423805048
2.824,2.163427292,0.354107649,0.208344733,8,86,67,FALSE,g9449,g9449,61.37209302,19,0,FALSE,0,g9449,4154077369
2.987055016,0.053771179,0.334777898,0.295005807,7,42,12,FALSE,"Cre16.g690750,Cre16.g690800,g15671","Cre16.g690750,Cre16.g690800,g15671",63.61904762,30,0,FALSE,0,"Cre16.g690750,Cre16.g690800,g15671",38379586
5.532188841,0.330044229,0.180760279,0.203103914,15,39,11,FALSE,g9049,g9049,52.33333333,28,0,FALSE,0,g9049,237802062
2.815789474,2.931848694,0.355140187,0.317676768,7,45,15,FALSE,g12587,g12587,68.11111111,30,0,FALSE,0,g12587,15202795369
4.262254902,1.7204635,0.234617596,0.171052632,13,20,9,FALSE,g3941,g3941,32.15,11,0,FALSE,0,g3941,2825314023
5.697576396,1.256011201,0.175513224,0.166910867,17,91,36,FALSE,g6329,g6329,66.98901099,55,0,FALSE,0,g6329,1239085040
3.65,0.34773909,0.273972603,0.12705314,8,46,34,FALSE,g9836,g9836,28.15217391,12,0,FALSE,0,g9836,177225255
5.419185283,0.229949636,0.184529583,0.205827506,17,66,19,FALSE,g182,g182,69.31818182,47,0,FALSE,0,g182,310564909
5.993403694,0.887713546,0.166850099,0.177710843,18,84,28,FALSE,Cre12.g529650,Cre12.g529650,57.73809524,56,0,FALSE,0,Cre12.g529650,812648087
6.62527881,0.004813709,0.150937044,0.294372294,16,22,6,FALSE,Cre17.g703300,Cre17.g703300,55.27272727,16,0,FALSE,0,Cre17.g703300,3490607
5.874162323,1.573926741,0.170237039,0.169887955,15,85,34,FALSE,"Cre09.g405100,g9148","Cre09.g405100,g9148",70.94117647,51,0,FALSE,0,"Cre09.g405100,g9148",3802189498
5.995241872,1.275398129,0.166798942,0.177118644,15,60,27,FALSE,"g18107,g18108","g18107,g18108",61.4,33,0,FALSE,0,"g18107,g18108",2555707313
5.814736842,0.113887936,0.171976828,0.223214286,17,64,15,FALSE,Cre03.g188350,Cre03.g188350,64.921875,49,0,FALSE,0,Cre03.g188350,141165597
3.713286713,0.103082485,0.269303202,0.204489796,8,50,41,FALSE,Cre10.g427950,Cre10.g427950,58.8,9,0,FALSE,0,Cre10.g427950,409921107
3.241134752,0.926145142,0.308533917,0.201640465,7,77,58,FALSE,g14097,g14097,49.50649351,19,0,FALSE,0,g14097,5655096109
3.322580645,0.587739924,0.300970874,0.204627767,7,71,54,FALSE,g2068,g2068,51.6056338,17,0,FALSE,0,g2068,3532931431
2.9,0.036888057,0.344827586,0.157692308,6,40,35,FALSE,Cre13.g564766,Cre13.g564766,48.45,5,0,FALSE,0,Cre13.g564766,29301988
3.132404181,0.708747426,0.319243604,0.228492137,7,47,17,FALSE,g15946,g15946,51.57446809,30,0,FALSE,0,g15946,713125920
2.753676471,3.132102361,0.363150868,0.196596244,6,72,34,FALSE,g2380,g2380,57.65277778,38,0,FALSE,0,g2380,3248035624
3.123893805,0.663308763,0.320113314,0.244081633,7,50,22,FALSE,g6280,g6280,52.54,28,0,FALSE,0,g6280,1607989808
2.568047337,1.387484212,0.389400922,0.183077386,6,82,53,FALSE,"Cre01.g039200,g877","Cre01.g039200,g877",67.59756098,29,0,FALSE,0,"Cre01.g039200,g877",5132810931
6.320030698,0.01992223,0.15822708,0.175724638,16,24,3,FALSE,Cre16.g667950,Cre16.g667950,49.20833333,21,0,FALSE,0,Cre16.g667950,18002956
6.443306788,0.102224285,0.155199812,0.173846154,16,26,2,FALSE,Cre13.g579450,Cre13.g579450,39.34615385,24,0,FALSE,0,Cre13.g579450,134614131
6.338789494,6.81E-04,0.157758828,0.238333333,16,25,1,FALSE,Cre17.g729400,Cre17.g729400,46.36,24,0,FALSE,0,Cre17.g729400,472974
6.297655068,0,0.158789262,0.263227513,16,28,0,FALSE,g14187,g14187,55.28571429,28,0,FALSE,0,g14187,0
0,0,0,0.4,0,6,6,FALSE,"Cre07.g317900,g7349","Cre07.g317900,g7349",25.16666667,0,0,FALSE,0,"Cre07.g317900,g7349",0
1,0.013036834,1,0.245833333,1,16,15,FALSE,Cre08.g374850,Cre08.g374850,38.5,1,0,FALSE,0,Cre08.g374850,8714934
7.814646792,0.243849375,0.127964837,0.18115942,17,24,10,FALSE,"Cre17.g728000,RPN2","Cre17.g728000,RPN2",27.16666667,14,0,FALSE,0,"Cre17.g728000,RPN2",775121449
6.898523985,0.092934674,0.144958545,0.222222222,15,18,12,FALSE,Cre16.g683300,Cre16.g683300,25.38888889,6,0,FALSE,0,Cre16.g683300,60708313
5.907991361,0.987687571,0.169262265,0.195216049,18,81,11,FALSE,Cre07.g348650,Cre07.g348650,87.86419753,70,0,FALSE,0,Cre07.g348650,2816772200
6.698986975,0.371652273,0.149276302,0.171182266,16,29,7,FALSE,Cre06.g270050,Cre06.g270050,26,22,0,FALSE,0,Cre06.g270050,971531720
5.516141732,1.291553063,0.181286132,0.185747189,15,122,12,FALSE,Cre03.g181050,Cre03.g181050,89.99180328,110,0,FALSE,0,Cre03.g181050,2845645894
6.400629673,0.016070257,0.156234629,0.268774704,16,23,3,FALSE,Cre02.g145100,Cre02.g145100,63.13043478,20,0,FALSE,0,Cre02.g145100,162814684
6.766994442,0.124095419,0.147776093,0.151515152,19,22,3,FALSE,g2740,g2740,33.5,19,0,FALSE,0,g2740,519672984
5.895139686,0.226731314,0.169631265,0.209887006,15,60,4,FALSE,g1861,g1861,77.25,56,0,FALSE,0,g1861,1142144738
6.752757703,0.091941613,0.148087647,0.272058824,16,17,3,FALSE,Cre17.g706400,Cre17.g706400,47.70588235,14,0,FALSE,0,Cre17.g706400,62583529
6.34067086,0.00200772,0.157712019,0.287878788,18,12,4,FALSE,Cre17.g707600,Cre17.g707600,43.58333333,8,0,FALSE,0,Cre17.g707600,942321
5.01754386,0.007392674,0.199300699,0,9,2,1,FALSE,g16833,g16833,2.5,1,0,FALSE,0,g16833,1617350
5.778169014,0,0.173065204,0.166666667,10,3,0,FALSE,Cre13.g574350,Cre13.g574350,13.66666667,3,0,FALSE,0,Cre13.g574350,0
1,1.53E-05,1,0.414679757,1,93,92,FALSE,Cre07.g319400,Cre07.g319400,88.96774194,1,0,FALSE,0,Cre07.g319400,8230
5.973913043,0,0.167394469,0,10,1,0,FALSE,Cre13.g574300,Cre13.g574300,2,1,0,FALSE,0,Cre13.g574300,0
4.417721519,0.008990582,0.226361032,0.467028004,9,82,71,FALSE,Cre16.g686250,Cre16.g686250,92.20731707,11,0,FALSE,0,Cre16.g686250,2599532
1,6.95E-05,1,0.426779742,1,92,90,FALSE,g7384,g7384,88.90217391,2,0,FALSE,0,g7384,46135
4.287553648,0.010999262,0.233233233,0.40030388,8,93,67,FALSE,Cre10.g433500,Cre10.g433500,86.07526882,26,0,FALSE,0,Cre10.g433500,9549296
4.079545455,0.006065057,0.245125348,0.397643594,9,98,79,FALSE,g9573,g9573,85.73469388,19,0,FALSE,0,g9573,5384535
6.454237288,8.206108477,0.154936975,0.145490196,16,51,17,FALSE,Cre09.g388750,Cre09.g388750,44.2745098,34,0,FALSE,0,Cre09.g388750,23715785801
6.217838765,6.084023807,0.160827586,0.137387387,16,37,11,FALSE,Cre10.g425550,Cre10.g425550,30.48648649,26,0,FALSE,0,Cre10.g425550,13605876874
6.570778564,0.060682452,0.152188967,0.272727273,15,12,1,FALSE,Cre10.g456700,Cre10.g456700,55.41666667,11,0,FALSE,0,Cre10.g456700,74241711
6.907396951,5.905924706,0.144772337,0.145502646,17,28,11,FALSE,Cre07.g327100,Cre07.g327100,22.53571429,17,0,FALSE,0,Cre07.g327100,25566260985
2.727272727,0.135606437,0.366666667,0.189542484,4,18,14,FALSE,Cre14.g630350,Cre14.g630350,39.88888889,4,0,FALSE,0,Cre14.g630350,633464569
6.478282828,0,0.154361893,0.25,16,8,0,FALSE,g14166,g14166,24,8,0,FALSE,0,g14166,0
5.25,0.015310756,0.19047619,0.3,9,5,4,FALSE,Cre07.g331700,Cre07.g331700,36.8,1,0,FALSE,0,Cre07.g331700,6620136
2.652173913,0.421520177,0.37704918,0.202614379,4,18,14,FALSE,Cre07.g350000,Cre07.g350000,62.83333333,4,0,FALSE,0,Cre07.g350000,2186487533
7.126168224,0.282790981,0.140327869,0.264799589,21,140,54,FALSE,"Cre01.g051885,RIP1","Cre01.g051885,RIP1",136.45,86,0,FALSE,0,"Cre01.g051885,RIP1",2827965048
7.077281192,0.266761525,0.141297198,0.277070639,21,211,90,FALSE,Cre01.g027800,Cre01.g027800,146.0663507,121,0,FALSE,0,Cre01.g027800,5019641714
7.106841612,1.192629821,0.140709482,0.254316618,21,226,106,FALSE,Cre10.g437500,Cre10.g437500,139.5707965,120,0,FALSE,0,Cre10.g437500,9265713892
6.537453184,1.107090981,0.152964767,0.273431665,20,104,51,FALSE,Cre01.g016150,Cre01.g016150,131.2884615,53,0,FALSE,0,Cre01.g016150,20951169536
6.985321101,0.464125686,0.143157342,0.271093241,21,215,77,FALSE,Cre16.g686900,Cre16.g686900,143.6465116,138,0,FALSE,0,Cre16.g686900,5892509251
7.055912007,0.025465676,0.141725123,0.394862082,21,144,42,FALSE,Cre13.g566850,Cre13.g566850,167.5,102,0,FALSE,0,Cre13.g566850,514599855
7.042750929,0.373895222,0.141989971,0.290069962,21,211,78,FALSE,g567,g567,148.4312796,133,0,FALSE,0,g567,5181081260
6.400921659,1.573463787,0.156227502,0.300744137,20,174,58,FALSE,Cre17.g697650,Cre17.g697650,150.6264368,116,0,FALSE,0,Cre17.g697650,65632400209
7.780199818,0.369305819,0.128531403,0.285185185,22,55,23,FALSE,g9607,g9607,125.5454545,32,0,FALSE,0,g9607,4468289843
6.657091562,2.329979743,0.15021575,0.282106782,21,154,52,FALSE,Cre09.g387550,Cre09.g387550,141.6298701,102,0,FALSE,0,Cre09.g387550,5341694572
3.688391039,1.146449823,0.271120928,0.183272283,11,91,46,FALSE,g18103,g18103,79.31868132,45,0,FALSE,0,g18103,4720694663
7.000913242,0.406623732,0.142838508,0.301918047,21,186,73,FALSE,g9809,g9809,149.1021505,113,0,FALSE,0,g9809,6608160625
7.250406504,0.065267362,0.137923301,0.342090234,22,103,26,FALSE,"Cre08.g361000,g8453","Cre08.g361000,g8453",153.2718447,77,0,FALSE,0,"Cre08.g361000,g8453",64539419
6.041429732,1.484616643,0.165523733,0.244027388,20,202,62,FALSE,Cre07.g338050,Cre07.g338050,137.0792079,140,0,FALSE,0,Cre07.g338050,30125149483
6.60766721,2.687066526,0.151339341,0.233333333,21,91,44,FALSE,"Cre09.g401550,Cre09.g401600","Cre09.g401550,Cre09.g401600",113.1098901,47,0,FALSE,0,"Cre09.g401550,Cre09.g401600",11228381270
6.615321923,1.509096351,0.151164223,0.2718339,21,202,78,FALSE,g8681,g8681,142.8168317,124,0,FALSE,0,g8681,11052088782
2.094736842,0.338005862,0.477386935,0.244766268,9,202,99,FALSE,Cre12.g547100,Cre12.g547100,137.480198,103,0,FALSE,0,Cre12.g547100,2322989804
2.660714286,0.029029339,0.375838926,0.395904996,10,111,49,FALSE,g14535,g14535,156.2522523,62,0,FALSE,0,g14535,43528156
2.211469534,0.150792416,0.452188006,0.282148499,9,211,118,FALSE,Cre14.g614100,Cre14.g614100,144.0094787,93,0,FALSE,0,Cre14.g614100,1050705739
2.152173913,0.453919012,0.464646465,0.227972626,9,168,90,FALSE,g15312,g15312,128.7083333,78,0,FALSE,0,g15312,2749870826
2.324590164,0.21107263,0.430183357,0.280494016,9,154,80,FALSE,Cre12.g547050,Cre12.g547050,145.2402597,74,0,FALSE,0,Cre12.g547050,1284327693
2.141447368,0.252958374,0.466973886,0.300079734,9,207,101,FALSE,Cre12.g544800,Cre12.g544800,148.9227053,106,0,FALSE,0,Cre12.g544800,1787398666
2.218855219,0.175477568,0.450682853,0.305756785,9,204,104,FALSE,g12408,g12408,149.5833333,100,0,FALSE,0,g12408,1858120003
2.314685315,0.180023637,0.432024169,0.246366279,9,129,73,FALSE,Cre12.g537550,Cre12.g537550,126.0232558,56,0,FALSE,0,Cre12.g537550,747938928
2.190769231,0.326442834,0.456460674,0.262558041,9,207,100,FALSE,Cre12.g516350,Cre12.g516350,142.7101449,107,0,FALSE,0,Cre12.g516350,1634595184
2.145631068,0.286624528,0.466063348,0.284936703,9,202,93,FALSE,"Cre12.g523900,QCR1","Cre12.g523900,QCR1",146.6831683,109,0,FALSE,0,"Cre12.g523900,QCR1",1422437614
3.036111111,0.349724484,0.32936871,0.288711289,9,78,29,FALSE,g12945,g12945,132.7051282,49,0,FALSE,0,g12945,404225804
2.327868852,0.145012681,0.429577465,0.323183644,10,166,76,FALSE,g12969,g12969,149.3915663,90,0,FALSE,0,g12969,645308229
3.156410256,0.106992331,0.316815597,0.365248227,10,142,55,FALSE,Cre10.g426750,Cre10.g426750,155.2464789,87,0,FALSE,0,Cre10.g426750,327923904
3.015384615,2.588977618,0.331632653,0.204966443,10,150,71,FALSE,g11892,g11892,115.8466667,79,0,FALSE,0,g11892,11259105183
2.958868895,0.260637681,0.337966985,0.306150319,10,203,91,FALSE,g11645,g11645,149.8669951,112,0,FALSE,0,g11645,1240220452
2.945169713,0.215778987,0.339539007,0.282608696,10,208,92,FALSE,g12319,g12319,146.0384615,116,0,FALSE,0,g12319,998841673
2.218446602,0.287129989,0.450765864,0.271519708,9,210,148,FALSE,Cre02.g079800,Cre02.g079800,144.6666667,62,0,FALSE,0,Cre02.g079800,1333181856
2.342995169,0.110185436,0.426804124,0.299384356,9,213,150,FALSE,Cre02.g119550,Cre02.g119550,148.9389671,63,0,FALSE,0,Cre02.g119550,1155388233
2.277511962,0.106138193,0.43907563,0.340409275,9,174,117,FALSE,Cre02.g103700,Cre02.g103700,158.954023,57,0,FALSE,0,Cre02.g103700,887870692
2.393364929,0.038709851,0.417821782,0.363162624,9,106,68,FALSE,g1921,g1921,165.0849057,38,0,FALSE,0,g1921,265846712
2.372197309,0.073354379,0.421550095,0.316984925,9,200,134,FALSE,g1756,g1756,150.695,66,0,FALSE,0,g1756,666322661
2.124444444,2.719588315,0.470711297,0.2075,9,176,113,FALSE,"Cre02.g091450,Cre02.g091500,Cre02.g091550","Cre02.g091450,Cre02.g091500,Cre02.g091550",123.2272727,63,0,FALSE,0,"Cre02.g091450,Cre02.g091500,Cre02.g091550",7639822361
2.5,0.088259834,0.4,0.334386342,10,173,115,FALSE,g18058,g18058,154.1271676,58,0,FALSE,0,g18058,565673484
2.246808511,0.236206373,0.445075758,0.30013541,9,211,135,FALSE,g17984,g17984,148.92891,76,0,FALSE,0,g17984,1427086918
2.4092827,1.911196113,0.415061296,0.313156789,10,183,110,FALSE,Cre17.g719500,Cre17.g719500,149.4480874,73,0,FALSE,0,Cre17.g719500,7036223395
2.529661017,0.087733309,0.395309883,0.30632716,9,81,54,FALSE,g17285,g17285,143.1358025,27,0,FALSE,0,g17285,290008299
2.823529412,6.422896991,0.354166667,0.226744186,10,44,32,FALSE,Cre17.g696850,Cre17.g696850,85.34090909,12,0,FALSE,0,Cre17.g696850,19374130172
2.0041841,0.299883919,0.498956159,0.24662996,9,230,139,FALSE,Cre17.g721300,Cre17.g721300,138.6956522,91,0,FALSE,0,Cre17.g721300,1061620412
2.404,0.253352961,0.415973378,0.241968254,10,126,81,FALSE,Cre16.g676400,Cre16.g676400,128.547619,45,0,FALSE,0,Cre16.g676400,1265732199
2.390804598,0.169484793,0.418269231,0.28388521,10,151,83,FALSE,Cre16.g659500,Cre16.g659500,141.9072848,68,0,FALSE,0,Cre16.g659500,1357697704
2.899122807,0.071081848,0.344931921,0.191397849,10,31,20,FALSE,g15660,g15660,86.48387097,11,0,FALSE,0,g15660,108644793
2.446640316,0.160089205,0.408723748,0.259539474,10,96,54,FALSE,"Cre16.g680600,Cre16.g680650","Cre16.g680600,Cre16.g680650",124.4166667,42,0,FALSE,0,"Cre16.g680600,Cre16.g680650",1117141352
3.138461538,0.133300487,0.318627451,0.316702697,10,188,161,FALSE,"g6446,g6448","g6446,g6448",150.1861702,27,0,FALSE,0,"g6446,g6448",593369803
2.778846154,0.032311717,0.359861592,0.348769575,7,150,128,FALSE,"Cre08.g383000,g9018","Cre08.g383000,g9018",155.96,22,0,FALSE,0,"Cre08.g383000,g9018",80399120
2.854166667,0.271223791,0.350364964,0.298402081,10,208,176,FALSE,Cre06.g295450,Cre06.g295450,149.1394231,32,0,FALSE,0,Cre06.g295450,614339605
3.116788321,0.356084177,0.320843091,0.337379301,10,172,141,FALSE,Cre06.g306500,Cre06.g306500,154.0174419,31,0,FALSE,0,Cre06.g306500,1452054477
2.533333333,0.462706293,0.394736842,0.26663249,10,133,107,FALSE,Cre05.g236350,Cre05.g236350,136.7293233,26,0,FALSE,0,Cre05.g236350,1954189250
2.88,0.235170511,0.347222222,0.320255474,11,137,105,FALSE,g6271,g6271,150.0729927,32,0,FALSE,0,g6271,730652717
2.544303797,0.326829599,0.393034826,0.209254268,11,106,74,FALSE,Cre04.g229350,Cre04.g229350,104.009434,32,0,FALSE,0,Cre04.g229350,1319092957
3.096551724,0.003820332,0.322939866,0.302854123,10,44,38,FALSE,Cre05.g244800,Cre05.g244800,138.6818182,6,0,FALSE,0,Cre05.g244800,3966885
2.711864407,0.031587573,0.36875,0.340377207,10,187,143,FALSE,g4145,g4145,154.7005348,44,0,FALSE,0,g4145,445822895
2.346590909,2.160304889,0.426150121,0.252423386,10,215,160,FALSE,g4523,g4523,139.0697674,55,0,FALSE,0,g4523,4837705916
2.945355191,0.538344434,0.339517625,0.225636523,11,68,58,FALSE,Cre03.g193950,Cre03.g193950,108.2205882,10,0,FALSE,0,Cre03.g193950,1001521556
2.406593407,0.320472792,0.415525114,0.278321308,10,222,171,FALSE,Cre03.g195200,Cre03.g195200,145.2252252,51,0,FALSE,0,Cre03.g195200,2364108998
2.204301075,0.271251248,0.453658537,0.264270984,9,214,158,FALSE,Cre03.g177150,Cre03.g177150,143.8878505,56,0,FALSE,0,Cre03.g177150,1813919809
2.827027027,0.344057034,0.353728489,0.356296852,11,116,77,FALSE,g3102,g3102,149.7586207,39,0,FALSE,0,g3102,2258286375
2.549019608,0.041992854,0.392307692,0.333342519,10,191,134,FALSE,g1801,g1801,153.3717277,57,0,FALSE,0,g1801,530517993
2.280612245,0.192479367,0.438478747,0.295872129,9,180,122,FALSE,g2743,g2743,147.4,58,0,FALSE,0,g2743,1243612417
1,0.006291576,1,0.321531902,1,199,196,FALSE,g18309,g18309,152.5326633,3,0,FALSE,0,g18309,197322927
1,0.00730095,1,0.325572361,1,197,191,FALSE,g18274,g18274,153.4263959,6,0,FALSE,0,g18274,185760760
2.413043478,0.140028125,0.414414414,0.27283105,4,73,66,FALSE,Cre02.g105700,Cre02.g105700,121.5753425,7,0,FALSE,0,Cre02.g105700,403103966
2.042857143,0.583625522,0.48951049,0.220099875,5,90,70,FALSE,g12411,g12411,99.42222222,20,0,FALSE,0,g12411,1349357844
2.465116279,0.02697773,0.405660377,0.243734336,4,57,50,FALSE,Cre03.g189350,Cre03.g189350,94.47368421,7,0,FALSE,0,Cre03.g189350,102726447
2.065217391,2.490522363,0.484210526,0.167287785,4,70,58,FALSE,Cre03.g170500,Cre03.g170500,65.4,12,0,FALSE,0,Cre03.g170500,3243685626
1.9,0.238450235,0.526315789,0.201707098,3,106,100,FALSE,Cre06.g249350,Cre06.g249350,100.2169811,6,0,FALSE,0,Cre06.g249350,750589507
1.785714286,1.267802046,0.56,0.191934279,3,104,88,FALSE,Cre05.g241950,Cre05.g241950,92.02884615,16,0,FALSE,0,Cre05.g241950,1557293268
3.02,0.047097647,0.331125828,0.298156787,7,188,169,FALSE,Cre09.g394800,Cre09.g394800,148,19,0,FALSE,0,Cre09.g394800,67192139
1.98,0.495464214,0.505050505,0.210661167,5,127,97,FALSE,Cre08.g383300,Cre08.g383300,111.3858268,30,0,FALSE,0,Cre08.g383300,2620135586
2.427083333,0.22807334,0.412017167,0.286233356,6,211,188,FALSE,g9555,g9555,146.3507109,23,0,FALSE,0,g9555,470555832
2.597938144,0.368372033,0.384920635,0.289278607,7,201,178,FALSE,Cre09.g404000,Cre09.g404000,148.5273632,23,0,FALSE,0,Cre09.g404000,1104397074
3.194029851,0.037101273,0.313084112,0.309917821,6,189,176,FALSE,g18114,g18114,150.8624339,13,0,FALSE,0,g18114,66642988
3.3,0.022237068,0.303030303,0.354793701,6,174,158,FALSE,g9953,g9953,154.9885057,16,0,FALSE,0,g9953,158639848
3.438596491,0.124785193,0.290816327,0.282277228,6,101,95,FALSE,g18284,g18284,131.049505,6,0,FALSE,0,g18284,266560446
4.13559322,0.013073266,0.241803279,0.328706337,7,188,178,FALSE,g18207,g18207,152.7021277,10,0,FALSE,0,g18207,164300171
4.705223881,0.047823157,0.212529738,0.321022727,11,33,10,FALSE,Cre10.g433050,Cre10.g433050,67.21212121,23,0,FALSE,0,Cre10.g433050,769694465
4.943434343,0.005391615,0.202288517,0.335144928,11,24,10,FALSE,Cre16.g664100,Cre16.g664100,63.58333333,14,0,FALSE,0,Cre16.g664100,90062367
4.84178499,0.03964101,0.2065354,0.322040816,11,50,23,FALSE,Cre03.g155100,Cre03.g155100,79.5,27,0,FALSE,0,Cre03.g155100,679132217
4.405063291,4.34E-04,0.227011494,0.357862903,10,32,30,FALSE,Cre02.g101750,Cre02.g101750,69.78125,2,0,FALSE,0,Cre02.g101750,321074
7.663658452,0,0.130485982,0.238095238,18,7,0,FALSE,g11655,g11655,18.14285714,7,0,FALSE,0,g11655,0
0,0,0,0.5,0,2,2,FALSE,Cre05.g242750,Cre05.g242750,9,0,0,FALSE,0,Cre05.g242750,0
4.435168739,0,0.225470565,0.279591837,11,50,0,FALSE,Cre12.g491050,Cre12.g491050,80.94,50,0,FALSE,0,Cre12.g491050,0
4.482142857,3.80E-04,0.22310757,0.262483131,11,39,1,FALSE,Cre09.g412400,Cre09.g412400,77.35897436,38,0,FALSE,0,Cre09.g412400,185402
1.666666667,0.234406874,0.6,0.217846271,3,73,67,FALSE,g9508,g9508,85.30136986,6,0,FALSE,0,g9508,386817438
7.135869565,0,0.140137091,0,19,1,0,FALSE,g11587,g11587,92,1,0,FALSE,0,g11587,0
6.138649751,0.627387718,0.162902273,0.17343526,18,92,17,FALSE,g8473,g8473,72.18478261,75,0,FALSE,0,g8473,1293582620
8.334024896,0,0.119990042,0.255555556,18,10,0,FALSE,Cre11.g469350,Cre11.g469350,15.8,10,0,FALSE,0,Cre11.g469350,0
1,6.29E-04,1,0.357142857,1,7,6,FALSE,Cre08.g385550,Cre08.g385550,26,1,0,FALSE,0,Cre08.g385550,159405
1,4.98E-04,1,0.15,1,5,4,FALSE,Cre13.g581150,Cre13.g581150,10,1,0,FALSE,0,Cre13.g581150,52455
5.485611511,0,0.182295082,0.5,12,5,0,FALSE,Cre11.g483250,Cre11.g483250,34,5,0,FALSE,0,Cre11.g483250,0
4.688288288,0.048020404,0.213297463,0.208602151,11,31,7,FALSE,Cre02.g145950,Cre02.g145950,42.90322581,24,0,FALSE,0,Cre02.g145950,379903452
4.043809524,0.01890672,0.247291569,0.353923587,10,94,19,FALSE,Cre12.g488500,Cre12.g488500,116.8829787,75,0,FALSE,0,Cre12.g488500,293334417
3.979206049,0.025116985,0.251306413,0.300807328,10,114,18,FALSE,g11572,g11572,105.6315789,96,0,FALSE,0,g11572,455545673
3.926691729,0.034343614,0.254667305,0.317904762,10,126,17,FALSE,Cre10.g441700,Cre10.g441700,113.6825397,109,0,FALSE,0,Cre10.g441700,542802830
4.506542056,0.016375008,0.221899627,0.304024145,11,71,14,FALSE,Cre10.g445800,Cre10.g445800,92.09859155,57,0,FALSE,0,Cre10.g445800,93910033
3.984526112,0.016315191,0.250970874,0.289644566,10,133,27,FALSE,Cre16.g656700,Cre16.g656700,107.2481203,106,0,FALSE,0,Cre16.g656700,266152439
4.98989899,0.005900387,0.200404858,0.260233918,11,19,8,FALSE,Cre16.g653450,Cre16.g653450,56.52631579,11,0,FALSE,0,Cre16.g653450,50728908
4.646718147,0.004871296,0.21520565,0.328163265,11,50,12,FALSE,Cre14.g611250,Cre14.g611250,93.56,38,0,FALSE,0,Cre14.g611250,24002271
5.069444444,0,0.197260274,0.5,11,6,1,FALSE,"Cre13.g589550,Cre13.g589600,g14463","Cre13.g589550,Cre13.g589600,g14463",64.83333333,5,0,FALSE,0,"Cre13.g589550,Cre13.g589600,g14463",0
4.769509982,0.039505829,0.209665145,0.257894737,11,20,5,FALSE,Cre03.g207900,Cre03.g207900,48.15,15,0,FALSE,0,Cre03.g207900,388729277
5.420863309,3.35E-04,0.184472462,0.333333333,12,9,3,FALSE,Cre16.g693450,Cre16.g693450,34.11111111,6,0,FALSE,0,Cre16.g693450,873280
4.485663082,0.003242905,0.222932481,0.246598639,11,49,3,FALSE,Cre12.g522950,Cre12.g522950,71.3877551,46,0,FALSE,0,Cre12.g522950,6754465
5.556552962,5.82E-05,0.17996769,0.366666667,12,6,1,FALSE,Cre01.g007350,Cre01.g007350,25.33333333,5,0,FALSE,0,Cre01.g007350,13566
3.95202952,0.064500026,0.253034547,0.276451175,10,102,12,FALSE,Cre01.g053800,Cre01.g053800,96.41176471,90,0,FALSE,0,Cre01.g053800,483697028
